academicyear,instname,city,state,zip,sector_revised,carnegie2000,fte_count,grant01,tuitionfee02_tf,grad_rate_150_p4yr
2003,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,Public,32,2946.831602,6575891,3458,30.9719934102
2003,Arkansas State University-Main Campus,State University,AR,72467,Public,21,8857.478965,11718220,4480,37.7000592768
2003,Arkansas Tech University,Russellville,AR,72801-222,Public,21,5181.227933,6034295,3256,36.2116991643
2003,University of Arkansas at Monticello,Monticello,AR,71656,Public,32,2220.50257,3963110,3175,21.9239373602
2003,University of Central Arkansas,Conway,AR,72035-000,Public,21,7931.001026,7849613,3990,39.4868585732
2003,Harding University,Searcy,AR,72143,Private Not-For-Profit,22,4574.327506,3482259,9530,59.9073001159
2003,Henderson State University,Arkadelphia,AR,71999-000,Public,21,3135.54083,4162249,3252,33.0373001776
2003,Hendrix College,Conway,AR,72032-308,Private Not-For-Profit,31,1086.917772,634702,14900,63.829787234
2003,John Brown University,Siloam Springs,AR,72761,Private Not-For-Profit,32,1588.246567,1027327,13044,51.1111111111
2003,Ouachita Baptist University,Arkadelphia,AR,71998-000,Private Not-For-Profit,32,1605.642846,1167773,12010,58.1683168317
2003,Southern Arkansas University Main Campus,Magnolia,AR,71753,Public,21,2707.373296,4029769,3006,28.094302554
2003,Academy of Art University,San Francisco,CA,94105,Private For-Profit,56,5096.678874,3327562,13320,27.1111111111
2003,American Intercontinental University,Los Angeles,CA,90066,Private For-Profit,56,1104.394441,2519039,17200,64.1304347826
2003,Art Center College of Design,Pasadena,CA,91103,Private Not-For-Profit,56,1505,2199000,21727,76.9230769231
2003,Azusa Pacific University,Azusa,CA,91702-700,Private Not-For-Profit,21,6074.71266,2336496,17594,57.3451327434
2003,Biola University,La Mirada,CA,90639-000,Private Not-For-Profit,16,3843.584772,1939000,18456,64.3020594966
2003,Brooks Institute of Photography,Santa Barbara,CA,93103,Private For-Profit,56,1507,1058381,18450,100.0
2003,California Baptist University,Riverside,CA,92504-329,Private Not-For-Profit,21,1709.020398,1757090,12790,37.962962963
2003,California College of the Arts,Oakland,CA,94618-148,Private Not-For-Profit,56,1303.94183,973391,21920,40.2985074627
2003,California Institute of Technology,Pasadena,CA,91125,Private Not-For-Profit,15,2120,447000,22119,88.0184331797
2003,California Lutheran University,Thousand Oaks,CA,91360-278,Private Not-For-Profit,21,2500.33262,696124,19250,60.8823529412
2003,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,Public,21,17699.261745,9312450,2832,64.5695364238
2003,California State University-Bakersfield,Bakersfield,CA,93311-109,Public,21,6382.984219,7590632,1801,44.1113490364
2003,California State University-Stanislaus,Turlock,CA,95382,Public,21,6018.120326,6849735,1879,43.5207823961
2003,California State University-San Bernardino,San Bernardino,CA,92407-239,Public,21,13104.380436,17515650,1931,42.4719101124
2003,California State Polytechnic University-Pomona,Pomona,CA,91768,Public,21,16884.132105,18882562,1795,44.6120689655
2003,California State University-Chico,Chico,CA,95929-015,Public,21,14954.670604,14873265,2114,53.0284301607
2003,California State University-Dominguez Hills,Carson,CA,90747-000,Public,21,9329.587123,11439991,1845,31.0546875
2003,California State University-Fresno,Fresno,CA,93740,Public,21,17823.565184,21898036,1796,46.2913907285
2003,California State University-Fullerton,Fullerton,CA,92831-359,Public,21,25410.419545,20092328,1865,47.5821167883
2003,California State University-East Bay,Hayward,CA,94542,Public,21,10969.071586,8551739,1800,43.6005625879
2003,California State University-Long Beach,Long Beach,CA,90840-011,Public,21,28252.215159,24708672,1744,42.3138510809
2003,California State University-Los Angeles,Los Angeles,CA,90032,Public,21,15848.142492,20075938,1824,33.9089481947
2003,California State University-Northridge,Northridge,CA,91330,Public,21,26738.07894,30540208,1814,32.1770334928
2003,California State University-Sacramento,Sacramento,CA,95819-269,Public,21,23254.654258,20688892,1891,39.1851851852
2003,University of California-Berkeley,Berkeley,CA,94720,Public,15,31457.828381,21735000,4201,85.4166666667
2003,University of California-Davis,Davis,CA,95616-867,Public,15,27318.30833,18794000,4630,81.1226611227
2003,University of California-Irvine,Irvine,CA,92697,Public,15,23053.986937,17274000,4604,78.7419477075
2003,University of California-Los Angeles,Los Angeles,CA,90095,Public,15,36669.439897,26828000,4225,86.696405143
2003,University of California-Riverside,Riverside,CA,92521,Public,15,15132.31105,17984000,4427,64.2441860465
2003,University of California-San Diego,La Jolla,CA,92093,Public,15,22883.159657,16720000,4493,82.9009065333
2003,University of California-Santa Barbara,Santa Barbara,CA,93106,Public,15,20074.010133,12856000,4363,73.5468245425
2003,University of California-Santa Cruz,Santa Cruz,CA,95064,Public,15,13670.363736,8903000,4385,65.4178674352
2003,California Institute of the Arts,Valencia,CA,91355-239,Private Not-For-Profit,56,1224.174411,769938,22955,59.4339622642
2003,Chapman University,Orange,CA,92866,Private Not-For-Profit,21,9456.79797,3132702,23366,58.0582524272
2003,Concordia University,Irvine,CA,92612-329,Private Not-For-Profit,22,1644.945889,785341,17300,98.6666666667
2003,Claremont McKenna College,Claremont,CA,91711-640,Private Not-For-Profit,31,1097.178571,416271,26350,85.8778625954
2003,DeVry University-California,Pomona,CA,91768-264,Private For-Profit,32,7586.19022,11589650,10540,35.6711003628
2003,Dominican University of California,San Rafael,CA,94901-229,Private Not-For-Profit,21,1336.234801,871899,20670,47.2972972973
2003,Fresno Pacific University,Fresno,CA,93702-470,Private Not-For-Profit,21,1718.531908,1440373,16416,56.7796610169
2003,Golden Gate University-San Francisco,San Francisco,CA,94105-296,Private Not-For-Profit,55,2593.954714,247336,10800,36.8421052632
2003,Humboldt State University,Arcata,CA,95521-829,Public,21,6904.486005,8530007,1891,44.4289693593
2003,University of La Verne,La Verne,CA,91750-440,Private Not-For-Profit,16,5276.333074,3222383,19500,50.495049505
2003,Loma Linda University,Loma Linda,CA,92350,Private Not-For-Profit,16,4335.697036,2591399,20250,33.0985915493
2003,The Master's College and Seminary,Santa Clarita,CA,91321-120,Private Not-For-Profit,32,1349.329955,825031,16620,61.0256410256
2003,Loyola Marymount University,Los Angeles,CA,90045-265,Private Not-For-Profit,21,7552.630014,3287972,22078,73.3193277311
2003,Mills College,Oakland,CA,94613,Private Not-For-Profit,31,1140.517395,,22280,62.037037037
2003,Mount St Mary's College,Los Angeles,CA,90049-159,Private Not-For-Profit,21,1606.408419,2375567,19482,65.7718120805
2003,National University,La Jolla,CA,92037-101,Private Not-For-Profit,21,13529.409581,3076532,7965,0.270392068499
2003,New College of California,San Francisco,CA,94110,Private Not-For-Profit,22,1046.263279,414679,10270,59.5238095238
2003,Notre Dame de Namur University,Belmont,CA,94002-190,Private Not-For-Profit,21,1203.179711,647454,19400,48.0620155039
2003,Occidental College,Los Angeles,CA,90041-339,Private Not-For-Profit,31,1813.070587,1448481,26266,77.4774774775
2003,Pacific Union College,Angwin,CA,94508-970,Private Not-For-Profit,32,1442.234204,1076284,16455,20.0
2003,University of the Pacific,Stockton,CA,95211-019,Private Not-For-Profit,16,5490.887898,3402463,22555,67.6991150442
2003,Pepperdine University,Malibu,CA,90263,Private Not-For-Profit,16,5912.577639,1544000,26370,79.6711509716
2003,Point Loma Nazarene University,San Diego,CA,92106-289,Private Not-For-Profit,22,2729.441564,1205829,16260,51.4170040486
2003,Pomona College,Claremont,CA,91711-631,Private Not-For-Profit,31,1531,402000,25990,91.6030534351
2003,University of Redlands,Redlands,CA,92373-099,Private Not-For-Profit,21,4252.408611,2030778,22750,65.3266331658
2003,San Diego State University,San Diego,CA,92182,Public,16,29494.316949,23211420,1870,43.982712766
2003,University of San Diego,San Diego,CA,92110-249,Private Not-For-Profit,16,6474.015054,2325270,21988,71.5250965251
2003,San Francisco State University,San Francisco,CA,94132,Public,21,22802.628916,19135252,1826,38.5103926097
2003,University of San Francisco,San Francisco,CA,94117-108,Private Not-For-Profit,16,7615.432512,3050000,21780,65.8333333333
2003,San Jose State University,San Jose,CA,95192-000,Public,21,23700.546083,17789268,1915,39.3578456758
2003,Santa Clara University,Santa Clara,CA,95053,Private Not-For-Profit,21,6696.881176,1678000,23925,84.7609561753
2003,Simpson University,Redding,CA,96003-860,Private Not-For-Profit,22,1168.89275,1232648,13680,46.6666666667
2003,Saint Marys College of California,Moraga,CA,94556,Private Not-For-Profit,21,3556.246105,1947161.125,20885,68.7919463087
2003,Sonoma State University,Rohnert Park,CA,94928-360,Public,21,7160.173103,4211086,2226,47.8211009174
2003,Vanguard University of Southern California,Costa Mesa,CA,92626,Private Not-For-Profit,32,1576.558764,1281585,15278,49.7737556561
2003,University of Southern California,Los Angeles,CA,90089,Private Not-For-Profit,15,28019.861571,,26956,80.5948494741
2003,Westmont College,Santa Barbara,CA,93108-108,Private Not-For-Profit,31,1323.321427,472438,23536,71.686746988
2003,Whittier College,Whittier,CA,90608,Private Not-For-Profit,31,1886.390748,1130170,22938,50.8333333333
2003,Woodbury University,Burbank,CA,91510-784,Private Not-For-Profit,22,1087.65931,,19900,42.2222222222
2003,Adams State College,Alamosa,CO,81102,Public,21,4073.628217,2683097,2384,30.2059496568
2003,University of Colorado at Denver and Health Sciences Center,Denver,CO,80217-336,Public,16,10055.220776,3541590,3242,39.1799544419
2003,University of Colorado at Colorado Springs,Colorado Springs,CO,80933-715,Public,21,6143.156313,3627907,3844,38.9210019268
2003,University of Colorado at Boulder,Boulder,CO,80309-001,Public,15,27399.606483,2803552,3566,67.8093449166
2003,Colorado Christian University,Lakewood,CO,80226,Private Not-For-Profit,21,1521.66023,957439,14320,34.2245989305
2003,Colorado College,Colorado Springs,CO,80903,Private Not-For-Profit,31,1908.142852,774344,26333,77.1582733813
2003,Art Institute of Colorado,Denver,CO,80203-211,Private For-Profit,56,1843.571352,2003985,14756,45.3608247423
2003,Colorado School of Mines,Golden,CO,80401,Public,54,3218.002288,1024699,5952,66.0606060606
2003,Colorado State University,Fort Collins,CO,80523-010,Public,15,24423.120924,9279701,3435,62.103250478
2003,Colorado Technical University,Colorado Springs,CO,80907-381,Private For-Profit,21,1097.562871,433509,9088,44.6601941748
2003,University of Denver,Denver,CO,80208,Private Not-For-Profit,15,7644.789919,1358710,23259,70.5370101597
2003,Fort Lewis College,Durango,CO,81301-399,Public,31,4157.537303,3169183,2632,31.0606060606
2003,Mesa State College,Grand Junction,CO,81501-312,Public,31,4736.741203,5033700,2373,30.3851640514
2003,Metropolitan State College of Denver,Denver,CO,80217-336,Public,32,14545.314423,11354309,3315,19.6887686062
2003,University of Northern Colorado,Greeley,CO,80639,Public,16,11109.496919,4691659,2984,47.0866141732
2003,Regis University,Denver,CO,80221-109,Private Not-For-Profit,21,5974.811878,1873412,19550,54.7794117647
2003,Colorado State University-Pueblo,Pueblo,CO,81001-490,Public,21,4502.341937,4937908,2620,31.724137931
2003,United States Air Force Academy,Usafa,CO,80840-500,Public,59,4213,,2500,81.4569536424
2003,Western State College of Colorado,Gunnison,CO,81231,Public,31,2233.373966,1521161,2479,30.8362369338
2003,Albertus Magnus College,New Haven,CT,06511-118,Private Not-For-Profit,32,2150.865304,858986,15712,55.2083333333
2003,University of Bridgeport,Bridgeport,CT,06604-562,Private Not-For-Profit,16,2362.207366,1042000,16466,46.5240641711
2003,Central Connecticut State University,New Britain,CT,06050,Public,21,9447.370998,4167828,4770,42.4567188788
2003,Connecticut College,New London,CT,06320,Private Not-For-Profit,31,1848.120409,496000,35625,86.129753915
2003,University of Connecticut,Storrs,CT,06269,Public,15,22395.05377,7836157,6154,64.126394052
2003,Eastern Connecticut State University,Willimantic,CT,06226,Public,21,4274.884066,2121751,4455,42.1356421356
2003,Fairfield University,Fairfield,CT,06824-519,Private Not-For-Profit,21,4172.867993,,24555,78.4246575342
2003,University of Hartford,West Hartford,CT,06117-159,Private Not-For-Profit,16,5735.519033,1974065,21550,51.8828451883
2003,University of New Haven,West Haven,CT,06516,Private Not-For-Profit,21,3283.271539,1330231,19282,48.1099656357
2003,Quinnipiac University,Hamden,CT,06518,Private Not-For-Profit,21,6358.611474,1190760,19890,68.7074829932
2003,Sacred Heart University,Fairfield,CT,06825-100,Private Not-For-Profit,21,4436.510359,1432930,19260,56.0126582278
2003,Saint Joseph College,West Hartford,CT,06117-279,Private Not-For-Profit,21,1246.890748,849069,19610,61.4942528736
2003,Southern Connecticut State University,New Haven,CT,06515-135,Public,21,9074.75649,4082344,4444,33.1496786042
2003,Trinity College,Hartford,CT,06106-310,Private Not-For-Profit,31,2076.866096,726545,28602,84.2
2003,Wesleyan University,Middletown,CT,06459,Private Not-For-Profit,31,3016.070381,988000,28320,91.0
2003,Western Connecticut State University,Danbury,CT,06810-686,Public,21,4657.0646,1815167,4456,36.4906832298
2003,Yale University,New Haven,CT,06520,Private Not-For-Profit,15,11260.796856,1460000,27130,96.0214231064
2003,Delaware State University,Dover,DE,19901,Public,21,2955.111724,4243547,4216,33.2810047096
2003,University of Delaware,Newark,DE,19716,Public,15,19100.476426,3911043,5640,74.0169864737
2003,Goldey-Beacom College,Wilmington,DE,19808,Private Not-For-Profit,55,1006.460739,419188,9090,48.8549618321
2003,Wesley College,Dover,DE,19901-387,Private Not-For-Profit,32,2038.414343,994349,13123,55.900621118
2003,Wilmington College,New Castle,DE,19720,Private Not-For-Profit,16,3944.805531,1881963,6740,47.9452054795
2003,American University,Washington,DC,20016-800,Private Not-For-Profit,15,9326.70926,1317000,23455,71.3068181818
2003,Catholic University of America,Washington,DC,20064,Private Not-For-Profit,15,4528.235861,710503,22000,68.60670194
2003,University of the District of Columbia,Washington,DC,20008,Public,21,3455.998727,3801192,2070,96.5517241379
2003,Gallaudet University,Washington,DC,20002-369,Private Not-For-Profit,21,1481.263203,1145088,9580,28.9099526066
2003,George Washington University,Washington,DC,20052,Private Not-For-Profit,15,17865.115782,3155000,27820,75.1165501166
2003,Georgetown University,Washington,DC,20057,Private Not-For-Profit,15,12059.433496,1771000,26853,93.0416068867
2003,Howard University,Washington,DC,20059-000,Private Not-For-Profit,15,9865.627499,6561698,10320,68.880455408
2003,Strayer University-Washington Campus,Washington,DC,20005,Private For-Profit,22,9335.752812,,8930,10.7692307692
2003,Trinity Washington University,Washington,DC,20017-109,Private Not-For-Profit,21,1069.245369,,15600,36.7521367521
2003,The Art Institute of Fort Lauderdale Inc,Fort Lauderdale,FL,33316-300,Private For-Profit,56,2719.785518,4518111,14765,85.9200487639
2003,Barry University,Miami,FL,33161-669,Private Not-For-Profit,21,5948.187766,4995696,19125,57.3863636364
2003,Bethune Cookman College,Daytona Beach,FL,32114-309,Private Not-For-Profit,32,2491.107121,5614773,9810,30.3070761015
2003,Lynn University,Boca Raton,FL,33431-559,Private Not-For-Profit,21,1854.197474,816312,21600,36.2007168459
2003,University of Central Florida,Orlando,FL,32816,Public,16,31060.393937,17308304,2820,53.5047551955
2003,Eckerd College,Saint Petersburg,FL,33711-470,Private Not-For-Profit,31,1586.999996,1091211,21488,65.2849740933
2003,Edward Waters College,Jacksonville,FL,32209,Private Not-For-Profit,32,1260.749995,3025897,7946,11.320754717
2003,Embry Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-390,Private Not-For-Profit,21,9470.973011,5291000,18400,49.243570348
2003,Florida Agricultural and Mechanical University,Tallahassee,FL,32307,Public,21,11471.062762,15375000,2765,44.8382126348
2003,Florida Atlantic University,Boca Raton,FL,33431-099,Public,16,16525.468493,12670376,2228,35.2640545145
2003,Flagler College,Saint Augustine,FL,32084,Private Not-For-Profit,32,1941.428564,1193268,6870,55.4245283019
2003,Florida Institute of Technology-Melbourne,Melbourne,FL,32901-697,Private Not-For-Profit,16,3351.821676,1221501,20900,54.4959128065
2003,Florida International University,Miami,FL,33199,Public,15,24282.355117,22014108,2697,47.3074987418
2003,Florida Memorial University,Miami Gardens,FL,33054-619,Private Not-For-Profit,32,2153.428532,5786897,8316,58.4521384929
2003,Florida Southern College,Lakeland,FL,33801-569,Private Not-For-Profit,32,2102.770621,1793576,16078,56.5420560748
2003,Florida State University,Tallahassee,FL,32306-103,Public,15,32344.864452,17920030,2685,62.8590514362
2003,University of Florida,Gainesville,FL,32611,Public,15,43394.057081,20916000,2581,76.9256586676
2003,Florida Metropolitan University,Pompano Beach,FL,33062,Private For-Profit,55,1370.875245,3034019,7998,36.8421052632
2003,International Academy of Design and Technology,Tampa,FL,33634,Private For-Profit,56,1645.321335,2901469,14070,14.2857142857
2003,Ai Miami International University of Art and Design,Miami,FL,33132-141,Private For-Profit,56,1119.167761,1577147,15365,60.0
2003,Jacksonville University,Jacksonville,FL,32211-339,Private Not-For-Profit,21,2370.481382,1646417,16780,41.724137931
2003,University of Miami,Coral Gables,FL,33124,Private Not-For-Profit,15,13923.225174,5781506,24810,67.4751929438
2003,Remington College-Tampa Campus,Tampa,FL,33612-841,Private For-Profit,54,1300,4567338,23782,59.0909090909
2003,University of North Florida,Jacksonville,FL,32224-264,Public,21,10318.174341,5534776,2757,48.778280543
2003,Nova Southeastern University,Fort Lauderdale,FL,33314-779,Private Not-For-Profit,16,14237.367852,4509770,13870,46.9827586207
2003,Florida Metropolitan University-North Orlando,Orlando,FL,32810,Private For-Profit,22,1012.205004,3142405,7998,100.0
2003,Palm Beach Atlantic University-West Palm Beach,West Palm Beach,FL,33401,Private Not-For-Profit,21,2551.406808,1972192,14000,40.0
2003,Ringling School of Art and Design,Sarasota,FL,34234-589,Private Not-For-Profit,56,1007.107141,716193,17420,68.0981595092
2003,Rollins College,Winter Park,FL,32789-449,Private Not-For-Profit,21,3178.810947,1513000,24958,58.313253012
2003,Saint Leo University,Saint Leo,FL,33574,Private Not-For-Profit,22,8043.603975,6877656,13170,45.5357142857
2003,University of South Florida,Tampa,FL,33620-995,Public,15,29355.681403,21779980,2734,49.1744756805
2003,Saint Thomas University,Miami Gardens,FL,33054-645,Private Not-For-Profit,21,1988.658618,1602299,15450,36.1290322581
2003,Stetson University,DeLand,FL,32723,Private Not-For-Profit,21,3052.012169,1305180,20475,67.6587301587
2003,Southeastern University,Lakeland,FL,33801-603,Private Not-For-Profit,32,1405.785702,1393889,8247,42.8571428571
2003,The University of Tampa,Tampa,FL,33606-149,Private Not-For-Profit,22,3761.084366,3334272,17032,52.2483940043
2003,Warner Southern College,Lake Wales,FL,33859-879,Private Not-For-Profit,32,1030.607119,1284638,10540,44.8275862069
2003,The University of West Florida,Pensacola,FL,32514-575,Public,21,7049.828174,5964779,2639,38.3870967742
2003,Albany State University,Albany,GA,31705,Public,21,2998.942373,6327637,2564,32.7380952381
2003,American Intercontinental University,Atlanta,GA,30326-100,Private For-Profit,56,2480.499934,12263967,13950,0.952380952381
2003,Armstrong Atlantic State University,Savannah,GA,31419-199,Public,21,4375.643549,4522110,2392,19.9127906977
2003,Clark Atlanta University,Atlanta,GA,30314,Private Not-For-Profit,16,4425.31687,6250214,12862,30.6070826307
2003,Augusta State University,Augusta,GA,30904-220,Public,21,4458.152635,5660252,2384,20.3601108033
2003,Berry College,Mount Berry,GA,30149,Private Not-For-Profit,32,1949.585438,820775,14295,62.1031746032
2003,Brenau University,Gainesville,GA,30501-366,Private Not-For-Profit,21,1546.384908,1186191,13440,35.2564102564
2003,Brewton-Parker College,Mount Vernon,GA,30445,Private Not-For-Profit,32,1083.214242,1744912,8950,18.7311178248
2003,Clayton  State University,Morrow,GA,30260-028,Public,33,3549.674341,4614126,2223,13.4453781513
2003,Columbus State University,Columbus,GA,31907-564,Public,21,4782.587418,4958617,2466,25.2220248668
2003,Covenant College,Lookout Mountain,GA,30750-416,Private Not-For-Profit,32,1177.62374,891345,18130,58.6734693878
2003,DeVry University-Georgia,Decatur,GA,30030-219,Private For-Profit,54,4195.447845,6276744,9480,27.3786407767
2003,Emory University,Atlanta,GA,30322,Private Not-For-Profit,15,11098.203816,2966917,26932,90.942562592
2003,Fort Valley State University,Fort Valley,GA,31030-431,Public,21,2161.241638,4373214,3150,30.0403225806
2003,Georgia Institute of Technology-Main Campus,Atlanta,GA,30332,Public,15,15416.11745,3630954,3616,69.3088448526
2003,Georgia Southwestern State University,Americus,GA,31709-469,Public,21,1955.010209,2362638,2564,33.9805825243
2003,Georgia College and State University,Milledgeville,GA,31061,Public,21,4573.488542,2716959,3138,34.8410757946
2003,Georgia Southern University,Statesboro,GA,30460,Public,21,13418.187579,10667422,2694,37.3651771957
2003,Georgia State University,Atlanta,GA,30302-308,Public,15,21211.357179,14433664,3472,32.1091290661
2003,University of Georgia,Athens,GA,30602,Public,15,29944.843581,8545475,3616,71.2971481141
2003,Kennesaw State University,Kennesaw,GA,30144-559,Public,21,11739.530888,6002780,2516,30.3321678322
2003,Life University,Marietta,GA,30060,Private Not-For-Profit,53,1709.361019,700075,2826,16.2162162162
2003,Macon State College,Macon,GA,31206-514,Public,40,3204.014828,5022909,1490,50.0
2003,Mercer University,Macon,GA,31207,Private Not-For-Profit,21,6292.274076,3916515,19728,50.2209131075
2003,Morehouse College,Atlanta,GA,30314,Private Not-For-Profit,31,2607.464255,2889411,13268,55.6060606061
2003,North Georgia College & State University,Dahlonega,GA,30597-100,Public,21,3499.889912,1624396,2594,46.3587921847
2003,Piedmont College,Demorest,GA,30535-001,Private Not-For-Profit,22,1481.57998,859912,12500,31.3432835821
2003,Savannah College of Art and Design,Savannah,GA,31402-314,Private Not-For-Profit,56,5437.487388,,18455,62.3642943305
2003,Savannah State University,Savannah,GA,31404,Public,22,2102.973912,4713791,2628,17.6211453744
2003,Shorter College,Rome,GA,30165,Private Not-For-Profit,32,2238.321423,1572679,10640,47.9338842975
2003,Spelman College,Atlanta,GA,30314-439,Private Not-For-Profit,31,2079.714276,1947820,12675,77.0297029703
2003,Southern Polytechnic State University,Marietta,GA,30060-289,Public,54,2733.614057,2374051,2452,22.5388601036
2003,Valdosta State University,Valdosta,GA,31698,Public,21,8145.524421,6629764,2634,33.3543108874
2003,University of West Georgia,Carrollton,GA,30118-000,Public,21,7858.551121,5291338,2558,31.0430463576
2003,Chaminade University of Honolulu,Honolulu,HI,96816-157,Private Not-For-Profit,21,2145.042897,1895960,13070,36.301369863
2003,University of Hawaii at Hilo,Hilo,HI,96720-409,Public,31,2643.556399,3038418,2378,34.6268656716
2003,University of Hawaii at Manoa,Honolulu,HI,96822-230,Public,15,15608.111422,7347978,3349,53.9958304378
2003,Hawaii Pacific University,Honolulu,HI,96813,Private Not-For-Profit,21,6116.517434,3056521,9850,36.4253393665
2003,Boise State University,Boise,ID,83725,Public,21,13154.615871,13271342,2984,32.3905109489
2003,Idaho State University,Pocatello,ID,83209,Public,16,10539.356254,15988658,3136,23.4079173838
2003,University of Idaho,Moscow,ID,83844-228,Public,15,10654.784357,9203466,3044,53.1617647059
2003,Lewis-Clark State College,Lewiston,ID,83501-269,Public,32,2516.911113,3593986,2852,25.0
2003,Northwest Nazarene University,Nampa,ID,83686-589,Private Not-For-Profit,22,1362.680973,884860,15060,53.4296028881
2003,School of the Art Institute of Chicago,Chicago,IL,60603,Private Not-For-Profit,56,2369.853689,1317555,22500,55.2419354839
2003,Augustana College,Rock Island,IL,61201-229,Private Not-For-Profit,31,2246.428568,849274,19608,76.9503546099
2003,Aurora University,Aurora,IL,60506-489,Private Not-For-Profit,21,2328.628442,1153223,13767,48.6338797814
2003,Bradley University,Peoria,IL,61625-000,Private Not-For-Profit,21,5447.366528,2208370,16110,71.2290502793
2003,Chicago State University,Chicago,IL,60628,Public,21,4911.782133,9678161,3774,15.1950718686
2003,University of Chicago,Chicago,IL,60637,Private Not-For-Profit,15,11741.91685,1252465,27825,87.0870870871
2003,Columbia College Chicago,Chicago,IL,60605-199,Private Not-For-Profit,21,8768.21139,6457315,14104,27.2727272727
2003,Concordia University,River Forest,IL,60305-149,Private Not-For-Profit,21,1419.595136,716839,17000,51.8292682927
2003,DePaul University,Chicago,IL,60604,Private Not-For-Profit,16,18765.378796,11913942,17950,61.1996962794
2003,DeVry University-Illinois,Chicago,IL,60618-599,Private For-Profit,54,9237.278218,12813053,9590,35.0826044704
2003,East-West University,Chicago,IL,60605,Private Not-For-Profit,32,1099.642854,2443143,9735,11.0236220472
2003,Eastern Illinois University,Charleston,IL,61920,Public,21,9975.061533,5383820,4648,59.4716494845
2003,Elmhurst College,Elmhurst,IL,60126-309,Private Not-For-Profit,32,2163.558795,1149414,17500,71.2802768166
